Date,Beans,Nuwaraeliya Carrot,Cabbage,Tomato,Brinjal,Pumpkin - Big,Snake Gourd,Lime,Red Onion- Lanka,Red Onion Import,Potatoes - Nuwaraeliya,Potatoes - Import
3/17/2021,205,148,75,105,95,75,95,,170,188,118,
3/18/2021,195,158,75,105,78,70,68,,205,198,95,
3/19/2021,185,155,88,75,78,53,78,65,,193,,
3/20/2021,,,,,,,,,,,,
3/21/2021,,,,,,,,,,,,
3/22/2021,175,155,83,48,78,48,68,63,178,183,,
3/23/2021,175,125,55,43,75,44,75,63,125,,,
3/24/2021,175,125,75,60,95,65,85,48,145,168,108,
3/25/2021,155,115,78,55,78,48,68,63,165,170,113,
3/26/2021,115,128,68,58,105,55,73,63,150,190,118,
3/27/2021,,,,,,,,,,,,
3/28/2021,,,,,,,,,,,,
3/29/2021,178,118,73,68,128,38,78,58,198,,118,
3/30/2021,155,128,78,63,135,58,68,58,170,,,
3/31/2021,168,95,78,63,95,45,75,65,198,140,108,
4/1/2021,135,105,73,55,148,38,75,68,228,,108,
4/2/2021,,,,,,,,,,,,
4/3/2021,,,,,,,,,,,,
4/4/2021,,,,,,,,,,,,
4/5/2021,135,125,68,68,155,68,75,68,245,203,128,
4/6/2021,145,115,78,55,175,45,75,65,278,298,113,
4/7/2021,88,95,78,68,105,45,58,65,228,238,128,
4/8/2021,75,125,48,78,205,50,53,58,248,,118,
4/9/2021,95,135,85,68,195,53,68,65,220,308,108,
4/10/2021,,,,,,,,,,,,
4/11/2021,,,,,,,,,,,,
4/12/2021,125,133,135,115,255,65,85,75,340,298,128,
4/13/2021,,,,,,,,,,,,
4/14/2021,,,,,,,,,,,,
4/15/2021,145,215,,135,225,53,,115,,,,
4/16/2021,115,,145,85,225,58,95,95,248,238,,
4/17/2021,,,,,,,,,,,,
4/18/2021,,,,,,,,,,,,
4/19/2021,83,118,78,45,178,53,48,138,240,238,113,
4/20/2021,68,135,88,55,115,55,35,78,200,195,108,
4/21/2021,75,135,85,45,95,38,48,105,198,228,118,
4/22/2021,60,125,60,35,105,33,28,78,175,248,108,
4/23/2021,105,133,68,33,115,41,38,75,160,248,103,
4/24/2021,,,,,,,,,,,,
4/25/2021,,,,,,,,,,,,
4/26/2021,,,,,,,,,,,,
4/27/2021,,,,,,,,,,,,
4/28/2021,,,,,,,,,,,,
4/29/2021,,,,,,,,,,,,
4/30/2021,,,,,,,,,,,,
5/1/2021,,,,,,,,,,,,
5/2/2021,,,,,,,,,,,,
5/3/2021,,,,,,,,,,,,
5/4/2021,,,,,,,,,,,,
5/5/2021,,,,,,,,,,,,
5/6/2021,,95,63,,65,25,43,85,215,,118,
5/7/2021,125,95,55,55,78,23,55,85,190,,118,
5/8/2021,,,,,,,,,,,,
5/9/2021,,,,,,,,,,,,
5/10/2021,95,83,45,43,55,23,55,75,248,248,148,
5/11/2021,115,95,68,88,88,23,65,78,248,245,,
5/12/2021,105,110,63,105,85,15,75,95,225,228,,
5/13/2021,135,105,65,95,95,23,75,95,188,218,125,
5/14/2021,,,,,,,,,,,,
5/15/2021,,,,,,,,,,,,
5/16/2021,,,,,,,,,,,,
5/17/2021,125,133,68,95,95,23,78,115,153,,128,
5/18/2021,195,148,95,95,103,23,78,128,265,195,,
5/19/2021,195,155,105,115,105,31,95,135,260,,128,
5/20/2021,245,128,85,195,115,23,95,148,278,,138,
5/21/2021,295,155,105,185,115,31,95,125,178,188,128,
5/22/2021,,,,,,,,,,,,
5/23/2021,,,,,,,,,,,,
5/24/2021,275,165,115,155,135,18,85,135,250,,128,
5/25/2021,185,175,105,105,135,28,95,135,198,298,133,
5/26/2021,,,,,,,,,,,,
5/27/2021,,,,,,,,,,,,
5/28/2021,,,,,,,,,,,,
5/29/2021,,,,,,,,,,,,
5/30/2021,,,,,,,,,,,,
5/31/2021,165,145,95,85,100,48,105,100,255,148,138,
6/1/2021,,,,,,,,,,,,
6/2/2021,,,,,,,,,,,,
6/3/2021,238,123,105,138,115,35,115,95,270,,138,
6/4/2021,135,85,135,123,145,48,95,155,,165,128,
6/5/2021,,,,,,,,,,,,
6/6/2021,,,,,,,,,,,,
6/7/2021,,,,,,,,,,,,
6/8/2021,135,125,105,105,120,35,105,105,215,265,135,
6/9/2021,135,143,95,95,115,58,85,115,,215,138,
6/10/2021,,,,,,,,,,,,
6/11/2021,,,,,,,,,,,,
6/12/2021,,,,,,,,,,,,
6/13/2021,,,,,,,,,,,,
6/14/2021,,,,,,,,,,,,
6/15/2021,,,,,,,,,,,,
6/16/2021,,,,,,,,,,,,
6/17/2021,210,115,125,95,115,43,125,135,235,255,133,
6/18/2021,205,123,115,88,115,65,115,135,,255,138,
6/19/2021,,,,,,,,,,,,
6/20/2021,,,,,,,,,,,,
6/21/2021,295,135,125,105,155,78,245,145,198,258,148,
6/22/2021,265,145,115,115,115,75,135,155,258,248,138,
6/23/2021,220,175,155,95,155,115,145,175,258,,148,
6/24/2021,,,,,,,,,,,,
6/25/2021,215,163,85,105,145,75,125,155,248,258,138,
6/26/2021,,,,,,,,,,,,
6/27/2021,,,,,,,,,,,,
6/28/2021,,,,,,,,,,,,
6/29/2021,165,125,115,88,83,88,125,155,298,288,158,
6/30/2021,155,135,115,55,68,95,85,127.5,258,268,143,
7/1/2021,95,145,105,68,95,75,105,125,290,,158,
7/2/2021,148,125,115,95,95,75,105,125,255,,148,
7/3/2021,,,,,,,,,,,,
7/4/2021,,,,,,,,,,,,
7/5/2021,155,128,130,75,115,105,105,125,268,288,,
7/6/2021,135,95,105,55,125,113,75,125,258,283,123,
7/7/2021,125,105,115,58,95,113,95,115,258,278,138,
7/8/2021,115,105,105,55,95,85,95,135,270,240,,
7/9/2021,145,105,105,28,115,88,105,120,278,278,133,
7/10/2021,,,,,,,,,,,,
7/11/2021,,,,,,,,,,,,
7/12/2021,175,135,105,58,98,95,95,115,258,263,138,
7/13/2021,188,95,105,48,85,105,105,115,235,268,128,
7/14/2021,175,115,95,53,105,105,83,115,228,205,,
7/15/2021,235,125,95,53,103,105,75,115,225,263,178,
7/16/2021,225,105,105,53,105,95,128,105,248,288,,
7/17/2021,,,,,,,,,,,,
7/18/2021,,,,,,,,,,,,
7/19/2021,215,95,95,65,85,68,105,105,248,,148,
7/20/2021,295,110,90,105,135,85,105,105,248,,158,
7/21/2021,,,,,,,,,,,,
7/22/2021,245,75,95,95,115,68,95,95,208,238,178,
7/23/2021,,,,,,,,,,,,
7/24/2021,,,,,,,,,,,,
7/25/2021,,,,,,,,,,,,
7/26/2021,245,105,105,48,125,75,105,95,175,,175,
7/27/2021,235,138,105,38,105,73,105,95,178,168,163,
7/28/2021,255,135,95,38,155,105,95,90,168,148,163,
7/29/2021,225,125,95,38,148,78,105,95,175,155,163,
7/30/2021,235,105,95,38,175,105,105,95,228,158,145,
7/31/2021,,,,,,,,,,,,
8/1/2021,,,,,,,,,,,,
8/2/2021,195,105,95,53,205,75,113,87.5,148,228,158,
8/3/2021,195,115,105,55,175,78,90,75,148,115,163,
8/4/2021,255,95,115,58,165,83,105,95,148,158,143,
8/5/2021,215,125,115,58,195,95,115,115,158,98,168,
8/6/2021,195,105,105,63,205,115,105,95,165,175,145,
8/7/2021,,,,,,,,,,,,
8/8/2021,,,,,,,,,,,,
8/9/2021,195,123,113,55,185,115,115,105,178,138,163,
8/10/2021,178,115,95,53,148,113,115,95,158,,168,
8/11/2021,195,95,95,45,145,115,125,95,138,128,178,
8/12/2021,135,75,85,63,195,125,105,95,145,158,158,
8/13/2021,235,85,105,63,185,125,105,105,178,,158,
8/14/2021,,,,,,,,,,,,
8/15/2021,,,,,,,,,,,,
8/16/2021,255,105,105,105,145,115,105,115,170,,168,
8/17/2021,245,125,105,95,155,105,105,135,178,,178,
8/18/2021,235,78,85,95,115,95,95,115,168,,168,
8/19/2021,225,115,105,75,155,105,95,115,158,,178,
8/20/2021,215,75,115,105,155,105,95,125,128,,,
8/21/2021,,,,,,,,,,,,
8/22/2021,,,,,,,,,,,,
8/23/2021,,,,,,,,,,,,
8/24/2021,145,85,95,75,145,95,95,,178,,218,
8/25/2021,155,95,95,53,105,95,95,215,190,,215,
8/26/2021,,,,,,,,,,,,
8/27/2021,,,,,,,,,,,,
8/28/2021,,,,,,,,,,,,
8/29/2021,,,,,,,,,,,,
8/30/2021,,,,,,,,,,,,
8/31/2021,,,,,,,,,,,,
9/1/2021,180,75,90,108,123,95,70,145,188,,,
9/2/2021,165,68,85,95,110,58,75,130,190,,155,
9/3/2021,,,,,,,,,,,,
9/4/2021,,,,,,,,,,,,
9/5/2021,,,,,,,,,,,,
9/6/2021,138,68,95,95,138,55,65,95,195,,123,
9/7/2021,,,,,,,,,,,,
9/8/2021,,,,,,,,,,,,
9/9/2021,155,95,110,85,140,75,95,145,215,,133,
9/10/2021,135,70,80,95,95,58,65,125,210,,138,
9/11/2021,,,,,,,,,,,,
9/12/2021,,,,,,,,,,,,
9/13/2021,178,88,78,110,178,38,38,167.5,235,,128,
9/14/2021,105,83,95,95,100,58,85,145,205,,115,
9/15/2021,135,88,75,75,165,55,,195,205,,128,
9/16/2021,125,75,95,75,155,55,88,205,190,,128,
9/17/2021,128,105,95,75,115,45,58,195,205,,125,
9/18/2021,,,,,,,,,,,,
9/19/2021,,,,,,,,,,,,
9/20/2021,,,,,,,,,,,,
9/21/2021,105,95,95,63,175,48,75,205,185,,115,
9/22/2021,95,95,95,63,115,38,75,215,190,175,,
9/23/2021,125,65,105,53,175,38,75,195,208,,118,
9/24/2021,145,78,95,48,148,58,115,240,205,105,115,
9/25/2021,,,,,,,,,,,,
9/26/2021,,,,,,,,,,,,
9/27/2021,165,85,85,45,135,55,85,290,210,,115,
9/28/2021,165,78,85,48,145,43,65,240,205,,108,
9/29/2021,145,105,105,53,150,55,75,290,205,195,155,
9/30/2021,175,95,88,38,175,53,95,260,255,188,128,
10/1/2021,145,95,95,48,165,63,105,295,215,155,105,128
10/2/2021,,,,,,,,,,,,
10/3/2021,,,,,,,,,,,,
10/4/2021,185,78,75,43,165,53,85,295,198,198,118,133
10/5/2021,180,85,68,55,155,38,,260,190,158,118,133
10/6/2021,255,88,95,68,165,33,95,295,178,188,128,128
10/7/2021,180,68,73,48,165,33,105,225,190,168,,128
10/8/2021,235,85,45,55,165,43,105,345,190,178,123,123
10/9/2021,,,,,,,,,,,,
10/10/2021,,,,,,,,,,,,
10/11/2021,230,78,65,65,155,35,,290,210,178,123,118
10/12/2021,245,95,115,73,195,38,95,345,168,148,138,123
10/13/2021,205,78,68,68,190,33,110,325,198,195,118,118
10/14/2021,115,115,95,65,195,43,135,355,190,,128,123
10/15/2021,195,85,75,58,170,28,,290,200,188,133,123
10/16/2021,,,,,,,,,,,,
10/17/2021,,,,,,,,,,,,
10/18/2021,175,85,85,65,155,38,115,365,210,188,138,123
10/19/2021,,,,,,,,,,,,
10/20/2021,,,,,,,,,,,,
10/21/2021,175,115,95,65,175,38,145,325,190,198,133,123
10/22/2021,175,115,80,73,190,28,135,330,188,188,148,128
10/23/2021,,,,,,,,,,,,
10/24/2021,,,,,,,,,,,,
10/25/2021,135,105,75,,205,30,,400,188,178,148,143
10/26/2021,160,115,65,145,185,35,135,400,178,183,148,138
10/27/2021,175,125,65,155,190,35,138,400,140,183,148,143
10/28/2021,165,155,75,150,190,35,,400,175,168,153,138
10/29/2021,175,153,68,128,168,38,148,425,198,,,128
10/30/2021,,,,,,,,,,,,
10/31/2021,,,,,,,,,,,,
11/1/2021,165,185,80,195,125,30,115,375,208,188,158,148
11/2/2021,225,165,75,225,128,38,148,362.5,188,188,158,148
11/3/2021,205,165,85,278,178,38,138,345,178,193,158,158
11/4/2021,,,,,,,,,,,,
11/5/2021,175,165,65,275,135,38,145,425,208,188,158,148
11/6/2021,,,,,,,,,,,,
11/7/2021,,,,,,,,,,,,
11/8/2021,295,195,145,238,135,38,155,395,178,168,158,158
11/9/2021,255,185,85,210,165,38,155,305,168,178,168,158
11/10/2021,255,165,80,200,125,35,135,305,180,188,163,158
11/11/2021,295,195,95,275,185,35,145,365,208,188,178,153
11/12/2021,300,195,110,345,195,38,168,375,215,205,178,155
11/13/2021,,,,,,,,,,,,
11/14/2021,,,,,,,,,,,,
11/15/2021,395,245,155,268,178,38,268,315,198,,198,163
11/16/2021,425,225,145,283,190,53,195,375,160,,183,135
11/17/2021,325,,125,240,175,45,178,230,205,198,208,168
11/18/2021,,,,,,,,,,,,
11/19/2021,278,158,135,245,195,38,178,215,225,163,238,163
11/20/2021,,,,,,,,,,,,
11/21/2021,,,,,,,,,,,,
11/22/2021,335,395,245,295,225,38,235,325,198,158,228,198
11/23/2021,225,295,255,315,245,38,225,325,160,228,210,188
11/24/2021,295,245,245,245,245,41,215,290,178,,,183
11/25/2021,245,220,225,290,245,38,210,290,165,205,,173
11/26/2021,130,245,255,230,215,35,245,275,178,198,,173
11/27/2021,,,,,,,,,,,,
11/28/2021,,,,,,,,,,,,
11/29/2021,210,200,278,315,278,33,195,245,158,190,218,153
11/30/2021,235,205,255,295,255,43,215,255,180,178,228,148
12/1/2021,215,200,225,305,245,43,225,245,198,238,258,138
12/2/2021,235,195,255,335,245,38,225,195,173,,238,143
12/3/2021,255,225,158,295,225,38,225,195,178,,228,133
12/4/2021,,,,,,,,,,,,
12/5/2021,,,,,,,,,,,,
12/6/2021,295,238,265,345,255,38,235,175,178,218,238,155
12/7/2021,278,278,315,365,275,55,215,155,168,195,215,123
12/8/2021,305,275,335,375,295,63,235,145,155,,223,115
12/9/2021,275,278,255,345,230,35,,155,198,198,248,138
12/10/2021,315,275,245,345,295,38,245,175,155,228,173,125
12/11/2021,,,,,,,,,,,,
12/12/2021,,,,,,,,,,,,
12/13/2021,315,315,245,350,240,45,225,175,178,218,,150
12/14/2021,345,365,325,335,255,53,235,195,188,238,,188
12/15/2021,295,465,325,305,255,53,245,195,198,,198,133
12/16/2021,295,345,215,295,295,43,195,195,195,,,185
12/17/2021,225,335,245,275,215,48,235,205,215,,225,138
12/18/2021,,,,,,,,,,,,
12/19/2021,,,,,,,,,,,,
12/20/2021,295,345,245,275,225,53,205,135,195,,225,175
12/21/2021,245,195,145,225,268,48,255,125,268,268,,158
12/22/2021,315,295,195,275,275,75,215,115,190,,248,148
12/23/2021,325,345,140,225,240,58,190,105,175,,,168
12/24/2021,315,315,135,200,195,55,225,105,238,,218,148
12/25/2021,,,,,,,,,,,,
12/26/2021,,,,,,,,,,,,
12/27/2021,315,415,275,155,275,63,220,95,258,348,,168
12/28/2021,325,375,245,115,278,33,215,105,218,358,,193
12/29/2021,295,345,275,135,270,55,235,115,175,338,198,158
12/30/2021,315,435,278,148,255,63,225,102.5,190,318,218,178
12/31/2021,320,345,245,160,215,58,215,115,165,318,,188
1/1/2022,,,,,,,,,,,,
1/2/2022,,,,,,,,,,,,
1/3/2022,295,375,245,155,245,38,175,175,168,298,218,163
1/4/2022,175,395,295,125,255,65,195,127.5,208,,248,168
1/5/2022,155,325,210,135,245,53,170,115,220,278,,170
1/6/2022,195,355,195,125,295,75,175,115,218,298,,183
1/7/2022,215,295,205,135,155,78,205,115,258,290,,178
1/8/2022,,,,,,,,,,,,
1/9/2022,,,,,,,,,,,,
1/10/2022,225,275,165,125,265,83,165,115,208,273,,138
1/11/2022,265,295,195,135,265,75,165,85,,290,,148
1/12/2022,275,245,,135,225,75,125,85,290,290,,145
1/13/2022,325,325,175,125,270,105,155,85,228,298,,178
1/14/2022,,,,,,,,,,,,
1/15/2022,,,,,,,,,,,,
1/16/2022,,,,,,,,,,,,
1/17/2022,,,,,,,,,,,,
1/18/2022,315,335,185,105,175,135,155,65,230,198,,158
1/19/2022,215,325,195,95,215,115,165,77.5,230,,,148
1/20/2022,355,315,175,85,105,125,135,72.5,278,318,,143
1/21/2022,355,295,145,95,165,125,155,65,260,,,158
1/22/2022,,,,,,,,,,,,
1/23/2022,,,,,,,,,,,,
1/24/2022,375,345,145,145,255,145,175,80,250,390,,163
1/25/2022,325,275,135,145,275,155,165,65,248,300,,163
1/26/2022,350,205,195,145,265,155,175,77.5,375,,,
1/27/2022,365,325,155,115,275,165,165,62.5,270,368,208,163
1/28/2022,295,325,205,145,265,145,195,75,278,,218,153
1/29/2022,,,,,,,,,,,,
1/30/2022,,,,,,,,,,,,
1/31/2022,215,355,215,115,215,,165,65,,360,,123
2/1/2022,165,375,195,105,215,155,195,77.5,278,335,,113
2/2/2022,155,320,135,95,235,155,195,65,325,325,,128
2/3/2022,155,368,155,95,195,148,195,67.5,318,,,118
2/4/2022,,,,,,,,,,,,
2/5/2022,,,,,,,,,,,,
2/6/2022,,,,,,,,,,,,
2/7/2022,175,435,145,80,195,155,145,65,330,358,,98
2/8/2022,195,375,175,115,125,175,195,65,290,278,,118
2/9/2022,145,475,105,95,215,145,155,65,368,348,228,108
2/10/2022,175,425,155,115,145,155,115,65,,368,,90
2/11/2022,185,425,145,125,195,155,175,75,358,368,178,103
2/12/2022,,,,,,,,,,,,
2/13/2022,,,,,,,,,,,,
2/14/2022,175,360,155,95,155,163,155,115,398,435,,113
2/15/2022,195,395,145,195,155,145,165,95,350,425,198,110
2/16/2022,,,,,,,,,,,,
2/17/2022,155,475,145,185,185,185,170,105,260,,238,118
2/18/2022,195,395,105,165,168,175,135,62.5,163,360,125,103
2/19/2022,,,,,,,,,,,,
2/20/2022,,,,,,,,,,,,
2/21/2022,185,335,85,175,135,168,165,62.5,160,248,148,103
2/22/2022,148,340,75,195,135,175,155,67.5,210,198,,98
2/23/2022,178,325,78,238,115,178,168,65,218,238,,98
2/24/2022,175,290,95,235,125,185,165,67.5,160,195,,95
2/25/2022,178,245,68,245,138,148,128,67.5,190,138,,128
2/26/2022,,,,,,,,,,,,
2/27/2022,,,,,,,,,,,,
2/28/2022,168,345,78,225,95,155,155,67.5,195,208,105,108
3/1/2022,,,,,,,,,,,,
3/2/2022,215,295,78,255,138,155,145,65,178,,170,108
3/3/2022,235,305,68,245,115,145,155,65,143,198,,98
3/4/2022,195,345,68,245,105,128,148,67.5,238,218,,98
3/5/2022,,,,,,,,,,,,
3/6/2022,,,,,,,,,,,,
3/7/2022,275,295,75,255,135,145,135,85,178,158,128,98
3/8/2022,115,245,63,238,165,138,128,75,218,180,138,103
3/9/2022,205,240,83,255,138,145,145,75,218,148,168,98
3/10/2022,215,215,75,255,175,115,145,85,155,195,,98
3/11/2022,195,205,78,255,165,125,125,85,125,195,150,108
3/12/2022,,,,,,,,,,,,
3/13/2022,,,,,,,,,,,,
3/14/2022,140,245,73,245,205,68,115,95,190,228,158,128
3/15/2022,170,245,65,215,175,58,125,105,205,195,148,128
3/16/2022,175,215,75,155,165,63,95,95,215,,168,138
3/17/2022,,,,,,,,,,,,
3/18/2022,155,195,68,195,178,63,105,95,178,175,168,128
3/19/2022,,,,,,,,,,,,
3/20/2022,,,,,,,,,,,,
3/21/2022,145,175,75,135,145,63,105,115,208,198,158,123
3/22/2022,195,195,63,135,155,65,83,115,,190,,128
3/23/2022,155,175,35,145,165,55,95,115,168,118,158,138
3/24/2022,195,165,63,115,165,55,105,105,168,128,138,113
3/25/2022,175,135,63,95,165,55,75,145,150,,105,123
3/26/2022,,,,,,,,,,,,
3/27/2022,,,,,,,,,,,,
3/28/2022,125,145,55,75,135,55,115,215,,210,,118
3/29/2022,175,155,55,75,155,45,83,165,258,298,,138
3/30/2022,138,115,48,58,165,48,78,167.5,255,295,,168
3/31/2022,115,125,53,45,135,58,75,175,290,,148,168
4/1/2022,145,115,55,38,155,48,65,195,298,298,178,168
4/2/2022,,,,,,,,,,,,
4/3/2022,,,,,,,,,,,,
4/4/2022,135,178,78,58,175,68,88,127.5,278,,178,168
4/5/2022,128,165,63,58,138,53,88,267.5,278,298,178,163
4/6/2022,145,155,75,58,155,48,85,295,260,275,178,168
4/7/2022,135,125,45,63,155,53,75,295,278,,,163
4/8/2022,125,115,28,95,178,48,73,315,260,268,208,148
4/9/2022,,,,,,,,,,,,
4/10/2022,,,,,,,,,,,,
4/11/2022,295,145,65,195,245,48,78,345,315,,225,
4/12/2022,290,125,55,175,290,45,75,375,345,295,205,
4/13/2022,,,,,,,,,,,,
4/14/2022,,,,,,,,,,,,
4/15/2022,,,,,,,,,,,,
4/16/2022,,,,,,,,,,,,
4/17/2022,,,,,,,,,,,,
4/18/2022,205,105,58,75,295,43,95,395,,310,,173
4/19/2022,195,95,65,48,175,45,78,325,298,228,198,177
4/20/2022,255,95,48,58,95,40,95,495,268,298,198,168
4/21/2022,175,178,58,75,83,43,95,475,,,,168
4/22/2022,295,155,78,78,200,38,115,465,215,268,178,158
4/23/2022,,,,,,,,,,,,
4/24/2022,,,,,,,,,,,,
4/25/2022,395,115,53,155,210,43,85,425,238,125,215,148
4/26/2022,295,70,25,165,215,28,148,365,210,268,,138
4/27/2022,345,95,33,175,138,38,148,290,165,255,178,138
4/28/2022,,,,,,,,,,,,
4/29/2022,395,138,78,155,225,43,115,475,168,263,198,
4/30/2022,,,,,,,,,,,,
5/1/2022,,,,,,,,,,,,
5/2/2022,,,,,,,,,,,,
5/3/2022,,,,,,,,,,,,
5/4/2022,395,148,68,245,275,68,195,550,,258,198,148
5/5/2022,295,145,78,235,295,68,185,325,,238,178,148
5/6/2022,,,,,,,,,,,,
5/7/2022,,,,,,,,,,,,
5/8/2022,,,,,,,,,,,,
5/9/2022,315,165,55,275,250,75,295,605,278,238,198,148
5/10/2022,,,,,,,,,,,,
5/11/2022,,,,,,,,,,,,
5/12/2022,315,155,95,315,175,73,,495,,,,143
5/13/2022,295,245,145,345,245,75,195,495,225,,198,158
5/14/2022,,,,,,,,,,,,
5/15/2022,,,,,,,,,,,,
5/16/2022,,,,,,,,,,,,
5/17/2022,465,135,125,545,305,85,215,570,,358,,173
5/18/2022,425,245,145,625,295,95,245,575,,348,258,178
5/19/2022,395,245,88,625,295,75,275,525,,358,,183
5/20/2022,,245,145,675,295,108,275,495,338,358,238,188
5/21/2022,,,,,,,,,,,,
5/22/2022,,,,,,,,,,,,
5/23/2022,425,245,95,605,295,95,195,445,,348,248,198
5/24/2022,595,295,145,550,295,95,278,495,,358,278,188
5/25/2022,525,245,145,510,305,75,295,355,,390,223,188
5/26/2022,445,265,115,425,195,78,315,395,,398,238,198
5/27/2022,545,255,168,395,265,105,290,362.5,385,,245,190
5/28/2022,,,,,,,,,,,,
5/29/2022,,,,,,,,,,,,
5/30/2022,515,305,215,445,275,95,325,445,448,478,238,178
5/31/2022,575,235,195,490,195,115,295,395,410,463,238,178
6/1/2022,575,305,215,495,245,105,295,445,495,478,255,208
6/2/2022,445,275,215,495,245,95,245,395,445,473,,205
6/3/2022,575,280,175,545,178,103,240,325,478,478,245,195
6/4/2022,,,,,,,,,,,,
6/5/2022,,,,,,,,,,,,
6/6/2022,575,225,240,575,295,135,275,375,,445,188,178
6/7/2022,475,225,195,625,275,125,295,345,,415,288,173
6/8/2022,445,215,295,525,278,115,265,345,315,325,278,155
6/9/2022,375,225,275,595,210,145,210,345,283,318,278,188
6/10/2022,525,265,325,525,225,128,275,375,,265,288,205
6/11/2022,,,,,,,,,,,,
6/12/2022,,,,,,,,,,,,
6/13/2022,625,315,260,445,285,145,225,350,,275,290,
6/14/2022,,,,,,,,,,,,
6/15/2022,,,,,,,,,,,,
6/16/2022,495,295,240,375,290,155,225,375,,325,278,238
6/17/2022,475,260,255,445,260,185,210,395,375,375,,233
6/18/2022,,,,,,,,,,,,
6/19/2022,,,,,,,,,,,,
6/20/2022,475,278,195,395,270,185,190,325,,358,278,235
6/21/2022,395,245,170,395,225,160,215,375,368,275,,235
6/22/2022,395,255,145,410,213,195,145,277.5,,345,248,215
6/23/2022,445,225,240,475,255,188,145,290,,345,275,245
6/24/2022,445,215,195,375,245,175,188,267.5,375,325,,145
6/25/2022,,,,,,,,,,,,
6/26/2022,,,,,,,,,,,,
6/27/2022,365,205,185,260,235,235,168,245,395,325,368,253
6/28/2022,345,275,195,225,225,215,195,295,,358,315,238
6/29/2022,275,240,175,195,200,215,170,325,325,265,265,228
6/30/2022,195,190,195,155,175,225,145,225,395,315,,233
7/1/2022,210,205,205,145,205,190,145,290,378,310,295,215
7/2/2022,,,,,,,,,,,,
7/3/2022,,,,,,,,,,,,
7/4/2022,275,278,225,145,195,215,155,275,,288,278,173
7/5/2022,265,205,215,125,215,195,175,265,318,295,,165
7/6/2022,245,,215,125,240,205,155,255,325,255,,178
7/7/2022,245,225,205,105,245,195,135,265,325,305,,183
7/8/2022,245,245,215,145,215,195,145,290,,195,,195
7/9/2022,,,,,,,,,,,,
7/10/2022,,,,,,,,,,,,
7/11/2022,325,275,235,135,245,175,145,195,,278,,195
7/12/2022,275,255,225,125,210,195,155,295,295,295,265,205
7/13/2022,,,,,,,,,,,,
7/14/2022,245,265,225,155,195,175,145,245,268,268,,215
7/15/2022,345,245,245,145,220,175,145,267.5,295,,,205
7/16/2022,,,,,,,,,,,,
7/17/2022,,,,,,,,,,,,
7/18/2022,345,245,245,155,245,165,145,240,315,275,265,195
7/19/2022,395,225,225,135,268,175,165,295,295,268,168,195
7/20/2022,345,215,190,165,220,168,175,295,,295,355,185
7/21/2022,355,235,215,168,245,155,145,225,255,255,395,173
7/22/2022,330,255,240,215,225,135,125,190,255,225,,155
7/23/2022,,,,,,,,,,,,
7/24/2022,,,,,,,,,,,,
7/25/2022,325,225,180,220,200,120,178,190,215,225,,154
7/26/2022,325,195,195,215,260,125,215,175,218,245,,178
7/27/2022,275,240,205,200,220,95,90,195,248,,,185
7/28/2022,365,225,215,235,245,145,120,195,285,265,305,195
7/29/2022,295,215,175,265,235,135,165,235,295,,,185
7/30/2022,,,,,,,,,,,,
7/31/2022,,,,,,,,,,,,
8/1/2022,345,180,175,290,185,115,175,175,295,,375,168
8/2/2022,395,190,215,290,195,175,215,237.5,,358,,173
8/3/2022,375,275,210,275,268,105,178,175,275,,,168
8/4/2022,315,335,245,275,155,105,135,145,245,,335,158
8/5/2022,425,195,225,265,210,145,155,155,245,,,155
8/6/2022,,,,,,,,,,,,
8/7/2022,,,,,,,,,,,,
8/8/2022,575,225,225,275,295,123,135,125,225,,,168
8/9/2022,525,245,175,245,275,125,175,275,,378,348,168
8/10/2022,475,215,215,235,295,125,145,110,255,,,168
8/11/2022,,,,,,,,,,,,
8/12/2022,425,210,195,270,300,,195,145,268,,,153
8/13/2022,,,,,,,,,,,,
8/14/2022,,,,,,,,,,,,
8/15/2022,495,295,395,315,395,125,245,155,275,,,163
8/16/2022,375,255,355,315,395,125,245,145,295,,325,163
8/17/2022,375,280,345,310,445,123,245,145,335,,,155
8/18/2022,290,,345,245,395,125,245,105,,340,,158
8/19/2022,395,295,295,230,390,125,195,175,,345,165,145
8/20/2022,,,,,,,,,,,,
8/21/2022,,,,,,,,,,,,
8/22/2022,275,245,345,145,400,68,245,125,,315,,135
8/23/2022,275,290,345,90,375,128,225,145,,315,,158
8/24/2022,195,268,345,145,350,115,245,145,,320,355,168
8/25/2022,225,175,325,65,175,95,215,145,,330,245,163
8/26/2022,255,295,295,95,375,125,255,155,345,,245,168
8/27/2022,,,,,,,,,,,,
8/28/2022,,,,,,,,,,,,
8/29/2022,245,278,345,95,300,168,245,145,,355,345,178
8/30/2022,245,268,345,145,295,,190,155,,295,,168
8/31/2022,365,245,295,145,345,135,225,175,355,355,315,198
9/1/2022,315,275,295,138,245,145,238,195,345,345,325,188
9/2/2022,275,275,295,155,195,,125,190,,375,,195
9/3/2022,,,,,,,,,,,,
9/4/2022,,,,,,,,,,,,
9/5/2022,445,290,260,168,240,155,190,220,295,,295,205
9/6/2022,445,275,245,140,245,155,155,195,295,,340,243
9/7/2022,475,278,235,155,155,145,195,167.5,355,495,305,238
9/8/2022,375,295,190,195,210,155,165,177.5,,290,295,235
